"ID","Title","StatisticalMeasurementUnitID","CustomsTariffEnglishCalculationReference","PurchaseTaxOptionalTaxAddition","EnglishGoodsDescription","PurchaseTaxCalculationReference","CustomsTariffCalculationReference","StatisticalMeasurementUnitName","CustomsItemID","GoodsDescription","EnglishFullTitle","PurchaseTaxEnglishCalculationReference","FullTitle","StatisticalMeasurementUnitEnglishName","FullClassification"
"301","מערכות ניווט GPS","1","Tax Free","","Those intended for permanent installation in motor vehicle and combined with devices for audio or video recording or production and they are working by vehicle accumulator only
","פטור","פטור","כל אחד","27260","המיועדים להתקנה קבועה ברכב מנועי ומשולבים עם מכשירים להקלטה
או הפקה של קול או וידאו והם פועלים באמצעות מצבר הרכב בלבד"," =>  => GPS","","כלי רכב ואביזרים => אבזור לכלי רכב => מערכות ניווט GPS","Each","8526911000/4"
"332","מכשירי ניווט המותקנים קבוע ברכב","1","Tax Free","","Those intended for permanent installation in motor vehicle and combined with devices for audio or video recording or production and they are working by vehicle accumulator only
","פטור","פטור","כל אחד","27260","המיועדים להתקנה קבועה ברכב מנועי ומשולבים עם מכשירים להקלטה
או הפקה של קול או וידאו והם פועלים באמצעות מצבר הרכב בלבד"," =>  => Navigation devices installed permanently in the vehicle","","כלי רכב ואביזרים => חלפים וציוד היקפי => מכשירי ניווט המותקנים קבוע ברכב","Each","8526911000/4"
"613","מטען לרכב חשמלי ""טסלה""","1","Tax Free","60.000","---- Specially for motor vehicle, excludind those designed for tax exempt tractors, forklifts or vehicles which move on rails or special for motor vehicle classified in subheading 87.10","שיעור 12.00% ","פטור","כל אחד","27261","המיוחדים לרכב מנועי, למעט המיוחדים לטרקטורים הפטורים ממס,
למלגזות או לרכב הנע על מסילה, או המיוחדים לרכב מנועי שסיווגו בפרט 87.10"," =>  => ELECTRIC CAR CHARGER ""TESLA""","12.00% ","כלי רכב ואביזרים => אבזור לכלי רכב => מטען לרכב חשמלי ""טסלה""","Each","8537107200/1"
"569","נשק חם","1","Tax Free","","--- Others","פטור","פטור","כל אחד","28092","אחרים","weapon","Tax Free","נשק חם","Each","9304009000/8"
"577","נשק חם","1","Tax Free","","--- Others","פטור","פטור","כל אחד","28092","אחרים","weapon","Tax Free","נשק חם","Each","9304009000/8"
"576","נשק חם","1","Tax Free","","--- Others","פטור","פטור","כל אחד","28092","אחרים"," =>  => weapon","Tax Free","צעצועים, תחביבים ופנאי => אמנויות לחימה => נשק חם","Each","9304009000/8"
"222","מסך מחשב","1","Tax Free","","--- With screen which size exceeds 25 inches but less then 50 inches by diagonal measuring","פטור","פטור","כל אחד","28444","בעלי מסך שגודלו עולה על 25 אינטש במידה אלכסונית ואינו עולה
על 50 אינטש"," =>  => Computer Screen","","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מסך מחשב","Each","8528521000/2"
"341","נורות לרכב","1","","","- Light-emitting diode (LED) lamps","","","כל אחד","28447","מקורות אור של דיודות פולטות אור (LED):-
"," =>  => Car bulbs","","כלי רכב ואביזרים => חלפים וציוד היקפי => נורות לרכב","Each","8539500000"
"240","חצובות וגימבלים","6","Tax Free","",".Monopods, bipods, tripods and similar articles","פטור","פטור","קילוגרם","29127","חצובות חד-רגליות, דו-רגליות ופריטים דומים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => חצובות וגימבלים","Kilogram","9620000000/6"
"353","אופניים חשמליים","1","","","--- Bicycles with auxiliary electric engine","פטור","פטור","כל אחד","29221","אופניים עם מנוע עזר"," =>  => Electric Bicycle","Tax Free","כלי רכב ואביזרים => כלי תחבורה => אופניים חשמליים","Each","8711603000/5"
"346","צמיגים לרכב","1","","","--- Others","פטור","פטור","כל אחד","29442","אחרים"," =>  => ","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => צמיגים לרכב","Each","4011909000/5"
"534","קורקינט חשמלי","1","7.00% ","","--- Others","פטור","שיעור 7.00% ","כל אחד","29581","אחרים"," =>  => Electric scooter","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => קורקינט חשמלי","Each","8711609000/9"
"486","צידנית","6","","","Others
","פטור","פטור","קילוגרם","29773","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => צידנית","Kilogram","3924909000/0"
"425","מוצצים","1","Tax Free","","Pacifyers and bottles for babies, nipples and mouthpieces for baby bottles
","פטור","פטור","כל אחד","29784","מוצצים ובקבוקים לתינוקות, פטמות ופיות לבקבוקים לתינוקות"," =>  => ","Tax Free","מוצרי תינוקות => תכשירים לתינוק ומוצרים נלווים => מוצצים","Each","3924902000/7"
"611","אוספים ומוצרי אספנות","1","Tax Free","","---OTHERS","פטור","פטור","כל אחד","30451","אחרים"," =>  => Collections and collectible products","Tax Free","לבית, לגן ולמשרד => חפצי נוי => אוספים ומוצרי אספנות","Each","9705109000/5"
"610","תמונות","1","Tax Free","","---OTHERS","פטור","פטור","כל אחד","30508","אחרים"," =>  => painting","Tax Free","לבית, לגן ולמשרד => חפצי נוי => תמונות","Each","9701919000/4"
"590","תאורה לבית","1","","","---OTHERS","פטור","פטור","כל אחד","30601","אחרים"," =>  => home lighting","Tax Free","לבית, לגן ולמשרד => תאורה ואביזרים => תאורה לבית","Each","9405190000/2"
"608","מנורת תלייה / נברשת","1","","","---OTHERS","פטור","פטור","כל אחד","30601","אחרים"," =>  => Hanging lamp","Tax Free","לבית, לגן ולמשרד => תאורה ואביזרים => מנורת תלייה / נברשת","Each","9405190000/2"
"415","תאורת גן","6","","","---OTHERS","פטור","פטור","קילוגרם","30608","אחרים"," =>  => Garden lighting","Tax Free","לבית, לגן ולמשרד => תאורה ואביזרים => תאורת גן","Kilogram","9405490000/9"
"400","דלתות ","6","","","---DOORS, WINDOWS, AND THEIR FRAMES AND THRESHOLDS FOR DOORS WITH GLASS -:INSTALLED STRUCTURE GLASS INSTALLED","פטור","פטור","קילוגרם","30639","דלתות, חלונות ומסגרותיהם ומפתנים לדלתות שהותקנה בהם זכוכית; מבנה שהותקנה בו זכוכית
"," =>  => doors","Tax Free","לבית, לגן ולמשרד => ריהוט לבית => דלתות ","Kilogram","7419804000/3"
"153","טלפון סלולרי","1","Tax Free","","---Telephones for cellular networks or for other wireless networks","פטור","פטור","כל אחד","30657","טלפונים חכמים (SMARTPHONES ) 
"," =>  => CELLULAR PHONE","Tax Free","חשמל ואלקטרוניקה => טלפונים וטאבלטים => טלפון סלולרי","Each","8517130000/8"
"572","יחידות טבק לחימום","5","Tax Free",""," In tobacco units
","שיעור 270.00% + 408.12 ₪ לאלף יחידות אל""פ מ- 781.83 ₪ לאלף יחידות","פטור","אלף יחידות","30664","ביחידות טבק 
"," =>  => Tobacco units for heating","270.00% ","צעצועים, תחביבים ופנאי => טבק ועישון => יחידות טבק לחימום","1000 Un.","2404111100/6"
"2298","נוזל למילוי סיגריות אלקטרוניות המכיל ניקוטין","56","8% ","","--- Plastic cartridge with liquid for electronic cigarette","שיעור 243% + 7.34 ₪ למיליליטר אל""פ מ- 14.08 ₪ למיליליטר ","שיעור 8% ","מיליליטר ","30669","נוזל לסיגריה אלקטרונית
"," =>  =>  e-cigarette filler contains nicotine","243% + 7.34 ₪ per Milliliter ","בריאות ורפואה => גמילה מעישון => נוזל למילוי סיגריות אלקטרוניות המכיל ניקוטין","Milliliter","2404121000/6"
"134","נוזל מילוי לסיגריות אלקטרוניות ללא ניקוטין","56","8% ","","--- Plastic cartridge with liquid for electronic cigarette","שיעור 243% + 7.34 ₪ למיליליטר אל""פ מ- 14.08 ₪ למיליליטר ","שיעור 8% ","מיליליטר ","30672","נוזל לסיגריה אלקטרונית
"," =>  => Nicotine-free e-cigarette filler","243% + 7.34 ₪ per Milliliter ","בריאות ורפואה => גמילה מעישון => נוזל מילוי לסיגריות אלקטרוניות ללא ניקוטין","Milliliter","2404191000/1"
"554","מצלמה דיגיטלית","1","Tax Free","","-Television cameras, digital cameras and video camera recorders","פטור","פטור","כל אחד","30703","אחרים
"," =>  => digital camera","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => מצלמה דיגיטלית","Each","8525890000/1"
"244","מצלמה לרכב","1","Tax Free","","-Television cameras, digital cameras and video camera recorders","פטור","פטור","כל אחד","30703","אחרים
"," =>  => Car Camera","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => מצלמה לרכב","Each","8525890000/1"
"245","מצלמות אקסטרים","1","Tax Free","","-Television cameras, digital cameras and video camera recorders","פטור","פטור","כל אחד","30703","אחרים
"," =>  => Extreme Cameras","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => מצלמות אקסטרים","Each","8525890000/1"
"246","מצלמת וידאו","1","Tax Free","","-Television cameras, digital cameras and video camera recorders","פטור","פטור","כל אחד","30703","אחרים
"," =>  => video camera","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => מצלמת וידאו","Each","8525890000/1"
"247","מצלמת רשת","1","Tax Free","","-Television cameras, digital cameras and video camera recorders","פטור","פטור","כל אחד","30703","אחרים
"," =>  => net camera","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => מצלמת רשת","Each","8525890000/1"
"379","מצלמות אבטחה","1","Tax Free","","-Television cameras, digital cameras and video camera recorders","פטור","פטור","כל אחד","30703","אחרים
"," =>  => Security Cameras","Tax Free","לבית, לגן ולמשרד => מיגון הבית => מצלמות אבטחה","Each","8525890000/1"
"340","נורות לד לרכב","1","Tax Free","","- Light-emitting diode (LED) lamps","פטור","פטור","כל אחד","30705","נורות של דיודות פולטות אור (LED)

"," =>  => LED bulbs for vehicles","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => נורות לד לרכב","Each","8539520000/0"
"559","נורות LED","1","Tax Free","","- Photosensitive semiconductor devices, including photovoltaic ;cells whether or not assembled in modules or made up into panels (light-emitting diodes (LED","פטור","פטור","כל אחד","30707","דיודות פולטות אור (LED)
"," =>  => LED","Tax Free","לבית, לגן ולמשרד => תאורה ואביזרים => נורות LED","Each","8541410000/9"
"538","רחפן עד 250 גרם","1","Tax Free","","(Unmanned aerial vehicle (UAV","פטור","פטור","כל אחד","30789","במשקל המראה מקסימלי שאינו עולה על 250 גרם
"," =>  => drone up to 250 grams","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => רחפן עד 250 גרם","Each","8806210000/8"
"2296","רחפן מעל 250 גרם ועד 7 קילוגרם","1","Tax Free","","(Unmanned aerial vehicle (UAV","פטור","פטור","כל אחד","30790","במשקל המראה מקסימלי העולה על 250 גרם אך אינו עולה על 7 ק""ג 
"," =>  => drone over 250 grams and up to 7 kilograms","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => רחפן מעל 250 גרם ועד 7 קילוגרם","Each","8806220000/6"
"2297","רחפן מעל 7 ק""ג ועד 25 ק""ג","1","Tax Free","","(Unmanned aerial vehicle (UAV","פטור","פטור","כל אחד","30791","במשקל המראה מקסימלי העולה על 7 ק""ג אך אינו עולה על 25 ק""ג 
"," =>  => drone over 7 kg and up to 25 kg","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => רחפן מעל 7 ק""ג ועד 25 ק""ג","Each","8806230000/4"
"186","מקרר עד 800 ליטר","1","","","--- Of total capacity which does not exceeds 800 liters of kind used in housholds","פטור","פטור","כל אחד","31180","אחרים
"," =>  => refrigirator","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מקרר עד 800 ליטר","Each","8418101900/5"
"598","אופנוע ים","1","","","--- MARINE JETS","שיעור 20.00% ","פטור","כל אחד","31262","אופנוע-ים (MARINE JET)
"," =>  => jet ski","20.00% ","צעצועים, תחביבים ופנאי => ציוד ספורט וכושר => אופנוע ים","Each","8903933000/9"
"614","כלים חד פעמיים","6","","","-TABLEWARE AND KITCHENWARE","11.26 ₪ לקילוגרם ","פטור","קילוגרם","31386","כוסות
"," =>  => disposable dishes","","לבית, לגן ולמשרד => כלי אוכל, אפייה ובישול => כלים חד פעמיים","Kilogram","3924101100/4"
"135","סיגריות אלקטרוניות למילוי","56","Tax Free","","--- Electronic cigarette","שיעור 243% + 7.34 ₪ למיליליטר אל""פ מ- 14.08 ₪ למיליליטר ","פטור","מיליליטר ","32490","הנתונה בערכה למכירה קמעונאית המכילה נוזל 

"," =>  => Electronic cigarettes","243% + 7.34 ₪ per Milliliter ","בריאות ורפואה => גמילה מעישון => סיגריות אלקטרוניות למילוי","Milliliter","8543401000/6"
"2295","סיגריות אלקטרוניות חד פעמיות","56","Tax Free","","","שיעור 270.00% + 8.16 ₪ למיליליטר אל""פ מ- 15.64 ₪ למיליליטר ","פטור","מיליליטר ","32601","סיגריות אלקטרוניות והתקני אידוי אלקטרוניים אישיים חד פעמיים, שאינם מתאימים למילוי חוזר
"," =>  => Disposable e-cigarettes","270.00% + 8.16 ₪ per Milliliter ","בריאות ורפואה => גמילה מעישון => סיגריות אלקטרוניות חד פעמיות","Milliliter","2404192000/0"
"2299","מכשיר חימום המיועד לטבק בערכה המכילה יחידות טבק לחימום","5","Tax Free",""," That is in set for retail sale including tobacco classified in paragraphs 24.03.9111 or 24.03.9921
","שיעור 270.00% + 408.12 ₪ לאלף יחידות אל""פ מ- 781.83 ₪ לאלף יחידות","פטור","אלף יחידות","32606","הנתון בערכה למכירה קמעונאית הכוללת טבק המסווג בפרט 24.04.111100
"," =>  => IQOS","270.00% ","בריאות ורפואה => גמילה מעישון => מכשיר חימום המיועד לטבק בערכה המכילה יחידות טבק לחימום","1000 Un.","8543403100/2"
"2300","מכשיר חימום המיועד לטבק","1","Tax Free","","Others
","פטור","פטור","כל אחד","32607","אחרים"," =>  => IQOS","Tax Free","בריאות ורפואה => גמילה מעישון => מכשיר חימום המיועד לטבק","Each","8543403900/5"
